topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,los juegos olimpicos son una manera de distracion para entretenernos y es bueno para los atletas que los practican,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olimpicos traen mucha riquesa a las naciones anfitrionas y a las participantes, dan a conocer a los paises de alguna manera su cultura e incluso da la oportunidad a los mas pequeños de resaltar",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,los juegos olímpicos es la mejor muestra de humanidad del ser humano por que se puede competir sin hacer daño al oponente,-1,0.930489068,20,18,0,2,0.858008891,10,3,7
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"los juegos olímpicos son importantes, impulsan y ayudan a muchos jóvenes y niños a luchar por sus ideales y sueños deportivos, debemos apoyar el deporte en el mundo",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,no debe ser abolida qya que el deporte es vida y los diferntes atletas son ejemplos de contancia y diciplina,1,0.505434269,10,8,0,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"no debemos abolir los juegos olímpicos, porque son una competencia que ayuda a darle impulso al deporte en el mundo",-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"no deberia ser abolido ya que la diciplina deportiva aporta a la sociedad, suma y no resta",-1,1,20,19,0,1,0.767036975,11,3,8
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,no hay porque abolir los juegos olímpicos,-1,1,10,9,0,1,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,no para nada se deberia abolir los juegos olimpicos es el mayor muestra de hermanda del mundo,-1,0.713147634,10,8,0,2,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,no por que este es un eventro tradcional y los deportistas han luchado mucho para llegar a el,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,no se pueden eliminar los juegos olimpicos eso es una tradicion ancestral y debemos hacer que siga perdurando en el tiempo,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,not because it would be to discredit athletes,-1,0.626148978,10,8,2,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,nunca los juegos olimpico son tradicciones importante en nuestro mundo,-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,parece una forma de supremacia entre las diferentes naciones,1,1,10,0,1,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,si solo se deberia aplazar por un tiempo,1,0.754203421,10,1,0,9,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,"son una cultura y tradicion, muchos artistas se forman y su sueño es llegar a los juegos olimpicos es una motivacion para ellos",-1,1,10,10,0,0,,,,
We should abolish the Olympic Games,Deberíamos abolir los Juegos Olímpicos,suspender los juegos olímpicos este año significa perdida de dinero para muchas instituciones deportivas  y  la  desmotivación de muchos atletas que trabajan duro.,-1,1,10,9,0,1,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Aquellas leyes que contribuyan a menoscabar los derechos de los ciudadanos deben ser abolidas,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Ayudaría con aquellos prisioneros cuyos casos no han sido resueltos y  podrían ser inocentes,1,1,10,2,0,8,0.675957275,5,3,2
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Cada persona debe ser juzgada por el delito cometido actualmente y no por sus antecedentes si ya el individuo ha cumplido la pena por lo tanto debe ser eliminada,1,1,10,1,0,9,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Causaria daños para el estado. Y desroden publico. Que a la gran mayoría no nos gusta,-1,0.591752335,10,8,1,1,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Claro todo lo que atente con los derechos humanos hay que abolirlo,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Con la aplicación de dicha ley muchos delincuentes no cometen mas delitos ayuda a reducir el indice delictivo,-1,0.795610781,10,8,0,2,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Considero que es un poco injusta por los derechos que cualquier humano puede tener,  esa persona al final tendría que pasar el resto de su vida en la cárcel, las cárceles son para re adaptar a las personas",1,1,10,1,0,9,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Creo que  la ley de los tres golpes representa un avance en la regulaciòn jurìdica de la sociedad,-1,1,10,9,0,1,0,5,3,2
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Debe bolearse por ser una ley muy vieja, que no se adapta a las nuevos tiempos que se están viviendo, por lo que pueden ser una ley excesiva cuando se trata de delitos menores en infractores reincidentes,",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Debemos abolir estas leyes ya que se debe tomar en cuenta la manera en la que viven estos delincuentes y sus razones.,1,1,20,0,0,20,0.596712618,13,6,7
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Debemos abolir la ley de tres delitos pues comete errores al juzgar,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Debemos eliminar esa ley ya que es contraproducente con nuestros objetivos.,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Deberia ser abolida ya que no considera la severidad de los mismos, llegando a darse casos de criminales reincidentes llevados hasta alli por situaciones extremas",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Debería ser eliminada para beneficio de la comunidad nacional y asi evitar que las personas sigan cometiendo crimenes,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Deberíamos abolir la ley de los tres ataques pues el sistema judicial debería estar diseñado para corregir las conductas humanas criminales, no para agraviarlas con penas excesivas.",1,0.791450198,10,1,0,9,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Deberíamos abolir las leyes de los tres golpes,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Deberíamos abolir las leyes de tres ataques porque son injustas para algunas personas.,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Deberíamos hacerlo sin temor a nada, ya suficiente inocencia falsa hemos tenido.",0,0.518037963,10,1,2,7,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Deberían ser abolidas porque si una persona por odio o desprecio sin alguna razón hacia alguien puede hacer uso de algunas de estas leyes para perjudicarlo.,1,1,20,0,1,19,0.508779911,11,5,6
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Disminuye las posibilidades de un delicuente a cometer un delito nuevamente y aumenta la seguridad en la poblacion.,-1,1,10,9,0,1,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,El abolir esta ley supondria mas rango de libertad para criminales reincidentes y un menor efecto de amedrentamiento en los criminales,-1,1,10,9,0,1,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"El hecho de una condena se justifica para que dicha persona sea sentenciada de por vida  por cometer un delito grave, más no ser considerado un castigo temporalmente",-1,0.803775757,10,7,2,1,0,5,3,2
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,El tipo de persona que comete crimenes violentos persistentemente tienen que sufrir un aumento en sus condenas ya que  su conducta no se ha visto modificada por anteriores condenas,-1,0.831693787,20,17,0,3,0.787017064,11,3,8
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"El uso desmedido de penas judiciales, afecta de manera negativa al ciudadano como individuo, y no le garantiza oportunidades de mejor su actuación dentro de la sociedad",1,0.942233251,20,1,0,19,0.850897816,11,2,9
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"En esta materia no hay mucha lectura de mi parte en la materia, pero se debe considerar en un debate publico y abierto a la gente",0,1,10,1,9,0,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,En otra parte a parte de eso la gente que comete crímenes no merece hacer mal a la sociedad así que no deberían abolir algo que nos brinda seguridad,-1,1,10,10,0,0,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es imposible la convivencia social plural, cada raza tiene sus propias caracteristicas y es imposible pretender que todos se comporten de la misma manera o que tengan las mismas costumbres",-1,0.447948046,10,5,3,2,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Es ineficaz esta ley no garantiza que las personas no comentan delitos graves o violentos,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Es muy radical la ley de los tres strike,1,1,10,0,0,10,0,5,2,3
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es necesario mantener esta legislación, y así evitar que una persona pase toda su vida en prisión",-1,0.874332462,10,7,0,3,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Es necesario para que los prisioneros tengan su debido castigo por multiples crímenes,-1,0.640929596,10,6,0,4,0.16358602,6,2,4
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es necesario que los criminales sepan que sus actos no serán pasados por alto, una cadena perpetua es necesaria para los criminales violentos  y peligrosos para que no vuelvan a delinquir",-1,0.714678454,20,13,4,3,0.772494305,11,3,8
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Es un atentado a los derechos humanos,1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es una ley bastante antigua, que al menos debería de ser revisada, pues la sociedad ha cambiado bastante.",1,0.558659979,10,0,2,8,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es una ley de letra muerta, la solución al crimen es promover programas sociales que permita a los más jóvenes romper el ciclo de la delincuencia",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es una ley que atenta contra la libertad humana, y que prácticamente hace que se aplique una sanción más grave por 2 delitos antiguos que ya pagaste, más el actual.",1,1,10,0,0,10,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Es una ley reformada en california en el 2012, establece que una persona condenada requiere que su tercer delito sea grave para ser procesado como cadena perpetua.",0,0.745513894,10,2,8,0,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Esa seria una forma de intimidar aun mas a las personas que cometan algún tipo de delitos, saber que su pena puede ser aumentada hasta el punto que nunca podrá salir en libertad.",-1,1,10,8,0,2,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Esta le es un uso excesivo de las autoridades, las personas tienen segundas oportunidades.",1,0.922041635,20,1,2,17,0.391375646,12,7,5
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Esta ley ayuda a disminuir la reincidencia, ya que los posibles criminales, al estar cerca de la cadena perpetua consideran mucho mas las consecuencias que podría acarrear cometer nuevamente un crimen",-1,0.68127361,10,9,0,1,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Esta ley ayuda a la reducción de la tasa de crimen e invita a las personas propensas a cometer estas infracciones a reflexionar sobre sus actos y sus consecuencias antes de cometerlos.,-1,1,10,10,0,0,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,"Esta ley castiga a los criminales por crimenes por los que ya fueron castigados, y no tiene sentido acumularlos para darles una sentencia mayor.",1,1,10,1,0,9,,,,
We should abolish the three-strikes laws,Deberíamos abolir las leyes de tres huelgas.,Esta ley da suficiente espacio para que las personas recapaciten sobre sus actos,-1,0.678210937,10,9,0,1,,,,
