topic_EN,topic_IT,argument_IT,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should adopt atheism,Dovremmo adottare ateismo,"L'ateismo è il presupposto fondamentale per costruire una società in cui sono assenti il fanatismo religioso, le discriminazioni di genere, di orientamento sessuale la cieca obbedienza a leggi tribali.",1,1,5,0,0,5,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,L'ateismo è l'unica soluzione per uno stile di vita libero da paure insensate. Le guerre di religione e gli scontri tra religioni hanno già fatto troppi morti.,1,0.899690428,10,1,0,9,1,7,0,7
We should adopt atheism,Dovremmo adottare ateismo,"L'ateismo è un modo di vivere sano, senza illusioni.",1,1,5,0,0,5,0.568239359,5,3,2
We should adopt atheism,Dovremmo adottare ateismo,"L'esistenza di Dio è una fede, e ognuno di noi deve essere in grado di seguire la propria strada, tra cui anche la possibilità di crederci.",-1,1,10,9,0,1,0.532967128,5,2,3
We should adopt atheism,Dovremmo adottare ateismo,La fede può essere un ancora per persone che soffrono e che credono senza limitare le libertà degli altri,-1,1,10,10,0,0,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,"La liberta' di religione dovrebbe essere garantita a tutti i cittadini,privare qualcuno di una sua convinzione non e' sano,è giusto rispettare il credo altrui senza intromettersi",-1,0.897206522,10,9,0,1,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,La libertà di pensiero e di fede religiosa sono elementi essenziali per una società giusta ed una democrazia.,-1,0.809577711,10,8,1,1,,,,
We should adopt atheism,Dovremmo adottare ateismo,"La mancanza di preti, la poca gente che va in chiesa ci dovrebbe fare pensare che la maggior parte delle persone non crede più all'esistenza di un Dio.",1,0.907584544,11,0,1,10,0.483848137,8,4,4
We should adopt atheism,Dovremmo adottare ateismo,La scelta deve rimanere al singolo in base al proprio concetto di spiritualita'.,-1,0.956043343,10,9,0,1,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,"Le religioni sono storicamente uno dei maggiori motivi di odio tra etnie differenti, l'adozione dell'ateismo potrebbe eliminare molte di queste realtà.",1,1,5,0,0,5,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,Le religioni storicamente hanno creato divisioni e guerre. Ad oggi sono un mero strumento di coercizione mentale e sfruttate per racimolare danaro.,1,1,5,0,0,5,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,"Negare l'esistenza di Dio aiuterebbe le persone ad avere maggiore responsabilità sulle proprie azioni e sugli eventi, inoltre, eliminerebbe le guerre e gli atti estremisti in nome di Dio, Allah o chi per loro.",1,1,5,0,0,5,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,"Nei momenti difficili abbiamo bisogno di fede, di credere in qualcosa che ci dia speranza e forza per sopportare i momenti bui della vita che si presentano .",-1,1,5,5,0,0,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,"Nell'immensità delle stelle che si rispecchia nella perfezione dell'atomo, nella complessità delle cellule ed il miracolo della vita vediamo la mano e la mente che ha guidato la creazione.",-1,0.79944387,10,8,2,0,,,,
We should adopt atheism,Dovremmo adottare ateismo,Nella propria sfera personale credere ad un DIo può rappresentare una via di uscita e una scelta di vita che conduce a comportamente positivi,-1,1,5,5,0,0,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,No perchè la religione è un bisogno primario nella vita umata ed è un modo per dare fiducia e sperenze alle persone. L'ateismo è causa di guerre e tensioni che si potrebbero superare seguendo l'amore della fede,-1,1,5,5,0,0,0.928946471,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,Non credere in qualche dio ci rende tutti uguali e senza pregiudizi,1,1,5,0,0,5,0.873825702,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,Non credere in un dio ci renderebbe tutti uguali e allo stesso livello.,1,1,5,0,0,5,0.873825702,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,"Non dovremmo adottare l'ateismo in quanto ognuno è libero di credere in una religione la cui fede può ispirare forza, perseveranza e beneficenza.",-1,1,5,5,0,0,0.928946471,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,Non dovremmo adottare l'ateismo perchè la spiritualità è importante e se una persona crede in Dio o in una qualsiasi entità superiore ha il diritto di farlo.,-1,1,10,10,0,0,1,7,0,7
We should adopt atheism,Dovremmo adottare ateismo,Non possiamo chiedere ai popoli di cancellare la storia della loro esistenza e la credenze che le sono state trasmesse dagli antenati.La religione aiuta la gente a superare tanti momenti difficili.,-1,1,10,10,0,0,,,,
We should adopt atheism,Dovremmo adottare ateismo,Non si possono bloccare le credenze delle persone,-1,0.711884008,10,7,0,3,0.924301139,6,1,5
We should adopt atheism,Dovremmo adottare ateismo,Ogni individuo è libero di professare il suo credo religioso e credere nell'esistenza del suo Dio.,-1,1,10,10,0,0,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,Ogni persona ha il sacrosanto diritto di credere in Dio e nella religione che desidera.,-1,1,5,5,0,0,0.873825702,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,Ogniuno di noi ha bisogno di credere in qualcosa soprattutto quando ci sono fenomeni che non si possono spiegare soprattutto chi ha bisogno di credere in dio per andare avanti.,-1,1,10,10,0,0,0.676014871,9,4,5
We should adopt atheism,Dovremmo adottare ateismo,Ogniuno è libero di praticare o meno una religione. Giusto l'ateismo per chi crede nella medicina.,-1,0.505160509,10,5,1,4,0.30689398,6,4,2
We should adopt atheism,Dovremmo adottare ateismo,Ognuno deve poter esprimere la propria fede nel rispetto degli altri,-1,0.955979947,10,9,0,1,1,5,0,5
We should adopt atheism,Dovremmo adottare ateismo,Ognuno di noi ha bisogno di avere qualcosa in cui credere e a cui affidarsi per avere sicurezze.,-1,1,10,10,0,0,0.403658754,5,3,2
We should adopt atheism,Dovremmo adottare ateismo,"Ormai nella nostra societa' c'è sempre meno spazio per la religione,e' tempo che le nostre liberta' prevalgano sulle ideologie religiose che hanno fatto danni enormi nella storia dell'umanita'",1,0.507374689,10,5,0,5,0.561174929,9,5,4
We should adopt atheism,Dovremmo adottare ateismo,Pur faticando ad avvalorare questo argomento credo che spesso la religione venga usata come pretesto per comportamenti che limitano la libertà delle persone.,1,1,10,0,0,10,0.924231268,6,1,5
We should adopt atheism,Dovremmo adottare ateismo,Sarebbe una condizione ideale per non consumare energie verso l'oltreterreno e concentrarsi sul rendere la vita una cosa migliore,1,1,5,0,0,5,0.526248103,5,3,2
We should adopt atheism,Dovremmo adottare ateismo,Se adottassimo l'ateismo non ci sarebbero più guerre di religione,1,1,10,0,0,10,0.848895797,8,1,7
We should adopt atheism,Dovremmo adottare ateismo,"Se adottassimo l'ateismo, in un colpo solo saremmo liberi finalmente dal terrorismo e dai conflitti religiosi.",1,1,10,0,0,10,0.924231268,6,1,5
We should adopt atheism,Dovremmo adottare ateismo,Se adottiamo l'ateismo forse si ridurrebbero le rivalità fra le varie religioni.,1,1,10,0,0,10,0.822324886,7,1,6
We should adopt atheism,Dovremmo adottare ateismo,"Se seguite nel modo giusto, le religioni possono essere una fonte di speranza che ispira ad essere tutti più buoni gli uni con gli altri, anche se succede in timore dell'ira divina.",-1,0.806504481,10,8,0,2,0.342972468,6,5,1
We should adopt atheism,Dovremmo adottare ateismo,"Se si guardano le cose da un punto di vista scientifico, non ha senso credere in qualcosa che non può essere visto, provato e verificato.",1,1,10,0,0,10,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,"Troppe guerre e massacri sono stati fatti in nome di un Dio, qualunque esso sia. Ci sono terroristi religiosi nell'islam, nel cattolicesimo, ed in ogni religione, e spargono odio e discriminazione.",1,1,10,0,0,10,0.613983516,5,2,3
We should adopt atheism,Dovremmo adottare ateismo,"Tutto ciò che ci circonda non può che essere stato creato da un'essere superiore, a sua immagine e somiglianza",-1,0.597010807,10,6,0,4,0.443812333,8,6,2
We should adopt atheism,Dovremmo adottare ateismo,Un ateo non trova interlocutori competenti e responsabili con cui possa discutere dei mali esistenziali e lamentarsene.,-1,1,5,5,0,0,0.291715289,5,4,1
We should adopt atheism,Dovremmo adottare ateismo,"Un atteggiamento razionale alla vita è auspicabile per quanto riguarda una visione laica della vita, sopratutto nel contesto contemporaneo.",1,1,5,0,0,5,0.72347593,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,Una vita priva di religione diventa vuota e priva di un significato superiore,-1,1,11,11,0,0,0.956222496,9,1,8
We should adopt atheism,Dovremmo adottare ateismo,Uno stato dovrebbe essere ateo e l'eventuale scelta di praticare una religione dovrebbe essere lasciata al singolo individuo.,1,0.898860914,10,1,0,9,0.822324886,7,1,6
We should adopt atheism,Dovremmo adottare ateismo,"abbiamo bisogno di credere in qualcosa, anche chi dice di non credere a niente. tutti prima o poi sentono la necessità di rivolgersi a qualcosa di superiore, forse l'ateismo adottato non è la soluzione migliore",-1,1,10,10,0,0,0.447199479,6,3,3
We should adopt atheism,Dovremmo adottare ateismo,censurare tutti gli argomenti che trattano l'ateismo,-1,1,10,10,0,0,0,6,6,0
We should adopt atheism,Dovremmo adottare ateismo,ci dovrebbero essere più programmi tematici con l'argomento ateismo spiegato per bene da persone autorevoli del settore,1,0.775060836,10,0,2,8,,,,
We should adopt atheism,Dovremmo adottare ateismo,ci dovrebbero essere trasmissioni che dovrebbero parlare e criticare la corrente ideologica dell'ateismo,-1,1,10,10,0,0,0.258957462,5,4,1
We should adopt atheism,Dovremmo adottare ateismo,credere in un dio è una forma arcaica per dare ad una divinità superiore quello che l'uomo non capisce e perciò non si sforza di capire,1,0.885454442,10,1,0,9,0.812048405,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,l'ateismo rende liberi dalla religione.,1,1,10,0,0,10,0.628834504,8,3,5
We should adopt atheism,Dovremmo adottare ateismo,l'ateismo è l'ideale poichè ci sono troppe credenze diverse,1,0.899594472,10,1,0,9,1,6,0,6
We should adopt atheism,Dovremmo adottare ateismo,la perfezione e il sincronismo del creato sono la chiara dimostrazione di una mente superiore che ha generato tutto ciò,-1,1,5,5,0,0,0.568239359,5,3,2
We should adopt atheism,Dovremmo adottare ateismo,la scienza è in gradi di dimostrare quanto le credenze religiose siano facilmente contestabili,1,1,5,0,0,5,0.639292888,5,2,3
We should adopt atheism,Dovremmo adottare ateismo,lateismo deve essere vietato in tutte le sue forme.,-1,1,10,10,0,0,0.043382024,9,8,1
We should adopt atheism,Dovremmo adottare ateismo,"nell'ottica di uno Stato, soprattutto multirazziale, le priorità son ben differenti da quelle religiose. per questo sarebbe auspicabile non avere una religione di Stato e quindi adottare l'ateismo",1,1,5,0,0,5,0.72347593,5,1,4
We should adopt atheism,Dovremmo adottare ateismo,noi dovremmo adottare lateismo sempre.,1,1,10,0,0,10,0,6,6,0
We should adopt atheism,Dovremmo adottare ateismo,"ormai tutto ciò che sappiamo lo dobbiamo alla scienza, rivolgersi ad una divinità è inutile",1,0.907036557,10,1,0,9,0.392160938,8,5,3
We should adopt atheism,Dovremmo adottare ateismo,secondo me ognuno dovrebbe credere in una religione,-1,0.901705681,10,9,1,0,0,8,8,0
We should adopt libertarianism,Dovremmo adottare il libertario,"Accettare questo stile politico porterebbe ad un'anarchia incontrollata, dove chi é debole economicamente viene lasciato a morire",-1,1,5,5,0,0,0.928946471,5,1,4
We should adopt libertarianism,Dovremmo adottare il libertario,Alla fine dell'epidemia solo poche imprese sarebbero in grado di riprendere la produzione senza aiuti statali.,0,0.694976253,10,2,7,1,0.052526109,9,7,2
We should adopt libertarianism,Dovremmo adottare il libertario,"Bisognerebbe adottare il liberalismo per ampliare le menti, specie di alcuni italiani ancora un po' chiusi",1,1,10,0,0,10,0.49366352,5,2,3
We should adopt libertarianism,Dovremmo adottare il libertario,Dobbiamo adottare il libertarismo in quando oggi certe organizzazioni mondiali palesi o nascoste vogliono imporre le loro volontà attraverso i governi.,1,1,5,0,0,5,0.802772173,5,2,3
We should adopt libertarianism,Dovremmo adottare il libertario,Dovremmo adottare il libertarianismo in quanto la libertà di impresa è il motore della società moderna.,1,1,10,0,0,10,0.689729384,8,3,5
We should adopt libertarianism,Dovremmo adottare il libertario,Dovremmo adottare il libertarismo perchè l'intervento dello Stato è sempre dannoso,1,1,10,0,0,10,0.925186876,6,1,5
We should adopt libertarianism,Dovremmo adottare il libertario,Dovremmo adottare il libertarismo perchè la libertà di pensiero e di azione dovrebbe essere un diritto fondamentale di ogni singolo individuo affinchè esprima a pieno sé stesso.,1,1,5,0,0,5,1,5,0,5
We should adopt libertarianism,Dovremmo adottare il libertario,Dovremmo adottare il libertarismo. Solo in questo modo sì potrà accertare la democrazia totale in un paese. Ognuno deve essere libero in tutto ciò che fa e crede.,1,1,10,0,0,10,1,6,0,6
We should adopt libertarianism,Dovremmo adottare il libertario,Giusto adottare il liberalismo per favorire la libertà d'azione del singolo individuo.,1,1,5,0,0,5,0.597301632,5,2,3
We should adopt libertarianism,Dovremmo adottare il libertario,"I principi del libertarismo sono molto pericolosi per la nostra società perché, se intesi non correttamente, possono portare all'indebolimento e alla dissoluzione dello Stato.",-1,1,5,5,0,0,0.873825702,5,1,4
We should adopt libertarianism,Dovremmo adottare il libertario,"Il Libertarismo ha portato diseguaglianze sociali ed economiche importanti,prediligendo il mercato si sono create delle sacche sociali di persone deboli con gravi difficolta' economiche",-1,1,10,10,0,0,1,7,0,7
We should adopt libertarianism,Dovremmo adottare il libertario,Il liberalismo ha lo svantaggio che spesso non si seguono regole. E' necessario che ci siano regole ferree per avere un paese che funzioni meglio.,-1,1,5,5,0,0,0.873825702,5,1,4
We should adopt libertarianism,Dovremmo adottare il libertario,Il liberismo porta progresso e prosperità per la società,1,1,10,0,0,10,0.854375448,6,1,5
We should adopt libertarianism,Dovremmo adottare il libertario,"Il libero arbitrio affidato all'uomo è sbagliato, perché spesso con la convinzione di poter scegliere come si vuole si finisce per danneggiare l'altro e la società.",-1,1,10,10,0,0,1,6,0,6
We should adopt libertarianism,Dovremmo adottare il libertario,Il libertarismo potrebbe essere dannoso per la società in quanto causa di anarchia e possibili disordini sociali.,-1,1,10,10,0,0,0.997255582,7,1,6
